,OCC_CODE,TOT_EMP,EMP_PRSE,PCT_TOTAL,A_MEAN,MEAN_PRSE,A_PCT25,A_MEDIAN,A_PCT75,CPI,PRICE_INDEX,UNEMPLOYMENT_RATE,SP_INDEX,YEAR
106,31-9000,50,21.6,0.01,34330,5.4,29040,33610,37390,244.004,122.7,4.4,2395.35,2017
107,31-9090,50,21.6,0.01,34330,5.4,29040,33610,37390,244.004,122.7,4.4,2395.35,2017
108,31-9096,50,22.5,0.01,35180,4.8,30010,34040,37600,244.004,122.7,4.4,2395.35,2017
109,33-0000,400,11.6,0.09,29070,4.2,20820,25430,30410,244.004,122.7,4.4,2395.35,2017
110,33-9000,390,11.6,0.09,28920,4.3,20820,25390,30330,244.004,122.7,4.4,2395.35,2017
111,33-9030,380,11.6,0.09,27780,2.9,20810,25070,29670,244.004,122.7,4.4,2395.35,2017
112,33-9032,380,11.6,0.09,27780,2.9,20810,25070,29670,244.004,122.7,4.4,2395.35,2017
113,35-0000,80,19.2,0.02,30740,6.6,19170,26720,36380,244.004,122.7,4.4,2395.35,2017
114,35-2000,60,23.5,0.01,27190,6,18550,26170,33470,244.004,122.7,4.4,2395.35,2017
115,35-2010,40,33.8,0.01,28100,6.6,18220,27120,36640,244.004,122.7,4.4,2395.35,2017
116,37-0000,4610,8.8,1.09,33250,3.5,23350,29870,38500,244.004,122.7,4.4,2395.35,2017
119,37-1012,170,41.3,0.04,58510,8.3,44750,57220,67910,244.004,122.7,4.4,2395.35,2017
120,37-2000,1580,8.6,0.37,27260,3.9,21500,24150,30050,244.004,122.7,4.4,2395.35,2017
121,37-2010,1580,8.6,0.37,27230,3.9,21500,24140,30000,244.004,122.7,4.4,2395.35,2017
122,37-2011,1470,8.8,0.35,25860,1.7,21500,24000,29340,244.004,122.7,4.4,2395.35,2017
123,37-2012,110,37.6,0.02,46240,11.8,22040,37040,73960,244.004,122.7,4.4,2395.35,2017
124,37-3000,2850,12.3,0.67,35020,4.1,25350,33100,40100,244.004,122.7,4.4,2395.35,2017
125,37-3010,2850,12.3,0.67,35020,4.1,25350,33100,40100,244.004,122.7,4.4,2395.35,2017
126,37-3011,950,13.0,0.22,29120,2.5,23390,27720,33940,244.004,122.7,4.4,2395.35,2017
127,37-3012,1770,18.2,0.42,38650,5,29390,36420,45000,244.004,122.7,4.4,2395.35,2017
128,37-3013,130,43.7,0.03,28790,7.2,23880,27630,31180,244.004,122.7,4.4,2395.35,2017
129,39-0000,4700,6.5,1.11,33430,3.1,22270,27870,38930,244.004,122.7,4.4,2395.35,2017
133,39-2000,4580,6.6,1.08,33080,3.2,22200,27690,38530,244.004,122.7,4.4,2395.35,2017
134,39-2010,1510,10.7,0.36,41820,6,24820,35340,47960,244.004,122.7,4.4,2395.35,2017
135,39-2011,1510,10.7,0.36,41820,6,24820,35340,47960,244.004,122.7,4.4,2395.35,2017
136,39-2020,3070,7.9,0.72,28790,2.5,21550,25380,32940,244.004,122.7,4.4,2395.35,2017
137,39-2021,3070,7.9,0.72,28790,2.5,21550,25380,32940,244.004,122.7,4.4,2395.35,2017
138,41-0000,2360,7.3,0.56,61930,2.5,39480,54800,76930,244.004,122.7,4.4,2395.35,2017
139,41-1000,110,21.1,0.02,76770,4,56100,70980,89200,244.004,122.7,4.4,2395.35,2017
140,41-1010,110,21.1,0.02,76770,4,56100,70980,89200,244.004,122.7,4.4,2395.35,2017
141,41-1012,90,22.4,0.02,79350,4.4,57240,71970,92260,244.004,122.7,4.4,2395.35,2017
142,41-2000,160,27.9,0.04,30940,7.5,20970,26940,41350,244.004,122.7,4.4,2395.35,2017
143,41-2010,30,32.6,0.01,20260,4.6,17530,20180,21160,244.004,122.7,4.4,2395.35,2017
144,41-2011,30,32.6,0.01,20260,4.6,17530,20180,21160,244.004,122.7,4.4,2395.35,2017
145,41-2030,120,36.0,0.03,32180,8.7,22540,28390,40870,244.004,122.7,4.4,2395.35,2017
146,41-2031,120,36.0,0.03,32180,8.7,22540,28390,40870,244.004,122.7,4.4,2395.35,2017
147,41-3000,780,12.4,0.18,62820,5.7,39370,53990,75410,244.004,122.7,4.4,2395.35,2017
148,41-3090,780,12.4,0.18,62820,5.7,39370,53990,75410,244.004,122.7,4.4,2395.35,2017
149,41-3099,780,12.4,0.18,62820,5.7,39370,53990,75410,244.004,122.7,4.4,2395.35,2017
150,41-4000,1280,9.2,0.3,64450,2.5,42620,58260,79120,244.004,122.7,4.4,2395.35,2017
151,41-4010,1280,9.2,0.3,64450,2.5,42620,58260,79120,244.004,122.7,4.4,2395.35,2017
152,41-4011,270,18.6,0.06,70710,4.8,49500,62710,83320,244.004,122.7,4.4,2395.35,2017
153,41-4012,1010,10.5,0.24,62750,2.9,40710,56630,78110,244.004,122.7,4.4,2395.35,2017
154,41-9000,30,29.6,0.01,48480,20.1,32030,38960,49650,244.004,122.7,4.4,2395.35,2017
155,43-0000,20410,3.0,4.81,35120,0.9,24290,32040,42380,244.004,122.7,4.4,2395.35,2017
156,43-1000,960,8.1,0.23,55500,2.2,40040,54360,65690,244.004,122.7,4.4,2395.35,2017
157,43-1010,960,8.1,0.23,55500,2.2,40040,54360,65690,244.004,122.7,4.4,2395.35,2017
158,43-1011,960,8.1,0.23,55500,2.2,40040,54360,65690,244.004,122.7,4.4,2395.35,2017
159,43-3000,4220,5.1,1.0,39900,1.9,28720,38230,49300,244.004,122.7,4.4,2395.35,2017
160,43-3020,60,34.9,0.01,35540,14.1,25010,33120,39680,244.004,122.7,4.4,2395.35,2017
161,43-3021,60,34.9,0.01,35540,14.1,25010,33120,39680,244.004,122.7,4.4,2395.35,2017
162,43-3030,3320,5.8,0.78,40770,2.2,29450,39220,50200,244.004,122.7,4.4,2395.35,2017
163,43-3031,3320,5.8,0.78,40770,2.2,29450,39220,50200,244.004,122.7,4.4,2395.35,2017
164,43-3050,820,9.7,0.19,36590,2.4,26460,35180,45360,244.004,122.7,4.4,2395.35,2017
165,43-3051,820,9.7,0.19,36590,2.4,26460,35180,45360,244.004,122.7,4.4,2395.35,2017
166,43-4000,950,9.6,0.23,33660,2.7,24630,31570,39050,244.004,122.7,4.4,2395.35,2017
167,43-4050,440,15.4,0.1,37050,3.8,26810,34940,43680,244.004,122.7,4.4,2395.35,2017
168,43-4051,440,15.4,0.1,37050,3.8,26810,34940,43680,244.004,122.7,4.4,2395.35,2017
169,43-4070,110,21.7,0.03,26280,3.5,21680,24600,30160,244.004,122.7,4.4,2395.35,2017
170,43-4071,110,21.7,0.03,26280,3.5,21680,24600,30160,244.004,122.7,4.4,2395.35,2017
171,43-4150,90,22.2,0.02,32050,4.3,26390,30990,37200,244.004,122.7,4.4,2395.35,2017
172,43-4151,90,22.2,0.02,32050,4.3,26390,30990,37200,244.004,122.7,4.4,2395.35,2017
173,43-4160,80,14.6,0.02,39580,4.9,32360,37160,44390,244.004,122.7,4.4,2395.35,2017
174,43-4161,80,14.6,0.02,39580,4.9,32360,37160,44390,244.004,122.7,4.4,2395.35,2017
175,43-4170,210,21.7,0.05,28230,2.6,22390,27490,32830,244.004,122.7,4.4,2395.35,2017
176,43-4171,210,21.7,0.05,28230,2.6,22390,27490,32830,244.004,122.7,4.4,2395.35,2017
177,43-5000,3050,8.3,0.72,31610,1.9,23770,28830,36610,244.004,122.7,4.4,2395.35,2017
178,43-5030,110,18.1,0.03,43960,7,28360,41070,60400,244.004,122.7,4.4,2395.35,2017
179,43-5032,110,18.1,0.03,43960,7,28360,41070,60400,244.004,122.7,4.4,2395.35,2017
180,43-5060,220,15.1,0.05,44200,3.7,32250,39200,54770,244.004,122.7,4.4,2395.35,2017
181,43-5061,220,15.1,0.05,44200,3.7,32250,39200,54770,244.004,122.7,4.4,2395.35,2017
182,43-5070,1430,11.9,0.34,32400,1.7,24800,30130,37510,244.004,122.7,4.4,2395.35,2017
183,43-5071,1430,11.9,0.34,32400,1.7,24800,30130,37510,244.004,122.7,4.4,2395.35,2017
184,43-5080,470,21.0,0.11,27260,2.9,21520,26990,30840,244.004,122.7,4.4,2395.35,2017
185,43-5081,470,21.0,0.11,27260,2.9,21520,26990,30840,244.004,122.7,4.4,2395.35,2017
186,43-5110,820,13.8,0.19,27610,4.3,21380,25630,30750,244.004,122.7,4.4,2395.35,2017
187,43-5111,820,13.8,0.19,27610,4.3,21380,25630,30750,244.004,122.7,4.4,2395.35,2017
188,43-6000,4790,5.5,1.13,33910,1.7,24200,31570,40140,244.004,122.7,4.4,2395.35,2017
189,43-6010,4790,5.5,1.13,33910,1.7,24200,31570,40140,244.004,122.7,4.4,2395.35,2017
190,43-6011,380,28.1,0.09,50720,5.3,35470,48290,61630,244.004,122.7,4.4,2395.35,2017
191,43-6014,4410,5.5,1.04,32470,1.7,23660,30750,38700,244.004,122.7,4.4,2395.35,2017
192,43-9000,6430,5.3,1.52,31720,1.5,22120,29140,37810,244.004,122.7,4.4,2395.35,2017
195,43-9060,6170,5.5,1.46,31760,1.5,22000,29230,37870,244.004,122.7,4.4,2395.35,2017
196,43-9061,6170,5.5,1.46,31760,1.5,22000,29230,37870,244.004,122.7,4.4,2395.35,2017
197,43-9190,50,37.5,0.01,30880,6.9,21590,26250,41970,244.004,122.7,4.4,2395.35,2017
198,43-9199,50,37.5,0.01,30880,6.9,21590,26250,41970,244.004,122.7,4.4,2395.35,2017
199,45-0000,309120,1.5,72.9,27630,0.6,21730,23860,29340,244.004,122.7,4.4,2395.35,2017
200,45-1000,11940,3.8,2.82,49040,1.6,32640,44260,60040,244.004,122.7,4.4,2395.35,2017
201,45-1010,11940,3.8,2.82,49040,1.6,32640,44260,60040,244.004,122.7,4.4,2395.35,2017
202,45-1011,11940,3.8,2.82,49040,1.6,32640,44260,60040,244.004,122.7,4.4,2395.35,2017
203,45-2000,269170,1.7,63.48,25200,0.5,21500,23400,25740,244.004,122.7,4.4,2395.35,2017
204,45-2010,600,17.1,0.14,36720,7.1,24210,30600,45960,244.004,122.7,4.4,2395.35,2017
205,45-2011,600,17.1,0.14,36720,7.1,24210,30600,45960,244.004,122.7,4.4,2395.35,2017
206,45-2020,1200,11.5,0.28,45480,3.4,30440,39500,54570,244.004,122.7,4.4,2395.35,2017
207,45-2021,1200,11.5,0.28,45480,3.4,30440,39500,54570,244.004,122.7,4.4,2395.35,2017
208,45-2040,15510,7.9,3.66,23090,1.4,20160,22530,24320,244.004,122.7,4.4,2395.35,2017
209,45-2041,15510,7.9,3.66,23090,1.4,20160,22530,24320,244.004,122.7,4.4,2395.35,2017
210,45-2090,251860,1.8,59.4,25210,0.6,21550,23430,25810,244.004,122.7,4.4,2395.35,2017
211,45-2091,14720,6.5,3.47,29910,1.4,23310,28420,34720,244.004,122.7,4.4,2395.35,2017
212,45-2092,222730,2.0,52.53,24700,0.6,21500,23250,25110,244.004,122.7,4.4,2395.35,2017
213,45-2093,13990,3.6,3.3,28000,1.2,21790,25860,32060,244.004,122.7,4.4,2395.35,2017
214,45-2099,420,28.3,0.1,33920,5.4,22770,28830,44930,244.004,122.7,4.4,2395.35,2017
215,45-4000,28010,2.0,6.61,41800,1.3,31770,39840,49560,244.004,122.7,4.4,2395.35,2017
219,45-4021,3880,11.0,0.91,49450,3.7,32470,45000,62240,244.004,122.7,4.4,2395.35,2017
220,45-4022,21290,2.9,5.02,40440,1.3,31230,39040,48620,244.004,122.7,4.4,2395.35,2017
221,45-4023,190,19.2,0.05,41720,5,33210,38380,52160,244.004,122.7,4.4,2395.35,2017
223,47-0000,390,18.5,0.09,44740,3.4,34960,43390,51040,244.004,122.7,4.4,2395.35,2017
224,47-2000,330,20.4,0.08,44440,3.3,36240,43970,50990,244.004,122.7,4.4,2395.35,2017
225,47-2060,40,25.9,0.01,43390,5.4,36680,44620,49810,244.004,122.7,4.4,2395.35,2017
226,47-2061,40,25.9,0.01,43390,5.4,36680,44620,49810,244.004,122.7,4.4,2395.35,2017
227,47-2070,230,28.5,0.05,44080,4.3,37070,43530,49320,244.004,122.7,4.4,2395.35,2017
228,47-2073,230,28.5,0.05,44080,4.3,37070,43530,49320,244.004,122.7,4.4,2395.35,2017
229,47-2110,50,25.9,0.01,48080,6.3,35350,50750,58890,244.004,122.7,4.4,2395.35,2017
230,47-2111,50,25.9,0.01,48080,6.3,35350,50750,58890,244.004,122.7,4.4,2395.35,2017
231,47-4000,40,24.4,0.01,39310,10.7,30870,35740,43010,244.004,122.7,4.4,2395.35,2017
232,49-0000,8330,4.2,1.96,41880,1.3,29830,38890,51200,244.004,122.7,4.4,2395.35,2017
233,49-1000,350,11.7,0.08,62270,3.2,46450,59400,75980,244.004,122.7,4.4,2395.35,2017
234,49-1010,350,11.7,0.08,62270,3.2,46450,59400,75980,244.004,122.7,4.4,2395.35,2017
235,49-1011,350,11.7,0.08,62270,3.2,46450,59400,75980,244.004,122.7,4.4,2395.35,2017
236,49-3000,4160,5.8,0.98,43490,1.8,32670,41010,52790,244.004,122.7,4.4,2395.35,2017
237,49-3010,430,21.4,0.1,49630,4.5,36160,45460,61520,244.004,122.7,4.4,2395.35,2017
238,49-3011,430,21.4,0.1,49630,4.5,36160,45460,61520,244.004,122.7,4.4,2395.35,2017
239,49-3020,50,30.3,0.01,40980,5.5,30860,37030,51430,244.004,122.7,4.4,2395.35,2017
240,49-3023,50,30.3,0.01,40980,5.5,30860,37030,51430,244.004,122.7,4.4,2395.35,2017
241,49-3030,480,13.6,0.11,42130,2.7,33820,40250,50360,244.004,122.7,4.4,2395.35,2017
242,49-3031,480,13.6,0.11,42130,2.7,33820,40250,50360,244.004,122.7,4.4,2395.35,2017
243,49-3040,3200,7.0,0.75,42920,2.1,31880,40780,52250,244.004,122.7,4.4,2395.35,2017
244,49-3041,1950,10.0,0.46,42080,3.3,29430,39460,52550,244.004,122.7,4.4,2395.35,2017
245,49-3042,1250,9.0,0.3,44230,2,34980,42360,51870,244.004,122.7,4.4,2395.35,2017
246,49-9000,3810,5.9,0.9,38250,1.7,26500,35230,47170,244.004,122.7,4.4,2395.35,2017
247,49-9020,50,30.1,0.01,54650,4.8,41440,53430,63590,244.004,122.7,4.4,2395.35,2017
248,49-9021,50,30.1,0.01,54650,4.8,41440,53430,63590,244.004,122.7,4.4,2395.35,2017
249,49-9040,1070,10.6,0.25,41980,3,30090,38450,51140,244.004,122.7,4.4,2395.35,2017
250,49-9041,460,12.4,0.11,44920,4.5,31860,43690,54880,244.004,122.7,4.4,2395.35,2017
251,49-9043,620,15.8,0.15,39820,3.6,28910,36270,47280,244.004,122.7,4.4,2395.35,2017
252,49-9070,2380,8.1,0.56,36790,1.9,26020,34020,45520,244.004,122.7,4.4,2395.35,2017
253,49-9071,2380,8.1,0.56,36790,1.9,26020,34020,45520,244.004,122.7,4.4,2395.35,2017
254,49-9090,310,17.2,0.07,33850,9.5,22430,29310,38480,244.004,122.7,4.4,2395.35,2017
255,49-9098,170,21.0,0.04,26790,4.5,20570,24930,32370,244.004,122.7,4.4,2395.35,2017
256,49-9099,120,26.6,0.03,36070,8.8,25530,34540,43750,244.004,122.7,4.4,2395.35,2017
257,51-0000,15490,11.6,3.65,30550,1.4,22720,26080,34060,244.004,122.7,4.4,2395.35,2017
258,51-1000,1110,12.8,0.26,52520,2.7,33350,48610,66600,244.004,122.7,4.4,2395.35,2017
259,51-1010,1110,12.8,0.26,52520,2.7,33350,48610,66600,244.004,122.7,4.4,2395.35,2017
260,51-1011,1110,12.8,0.26,52520,2.7,33350,48610,66600,244.004,122.7,4.4,2395.35,2017
261,51-3000,610,19.0,0.14,27930,3.4,22380,25080,32420,244.004,122.7,4.4,2395.35,2017
262,51-3090,600,19.1,0.14,27930,3.5,22370,25060,32410,244.004,122.7,4.4,2395.35,2017
263,51-3091,480,21.7,0.11,27050,2.9,22460,24790,30520,244.004,122.7,4.4,2395.35,2017
264,51-3099,120,34.9,0.03,31560,9,21650,31190,37870,244.004,122.7,4.4,2395.35,2017
265,51-4000,50,24.4,0.01,34070,6.8,27380,35090,39700,244.004,122.7,4.4,2395.35,2017
266,51-4120,50,24.9,0.01,33580,6.8,27050,34910,39430,244.004,122.7,4.4,2395.35,2017
267,51-4121,50,24.9,0.01,33580,6.8,27050,34910,39430,244.004,122.7,4.4,2395.35,2017
269,51-7000,710,20.3,0.17,32240,3.5,25510,31170,37930,244.004,122.7,4.4,2395.35,2017
270,51-7040,710,20.3,0.17,32240,3.5,25510,31170,37930,244.004,122.7,4.4,2395.35,2017
271,51-7041,670,21.7,0.16,32150,3.7,25290,31010,37910,244.004,122.7,4.4,2395.35,2017
272,51-7042,50,31.3,0.01,33430,6.5,27960,33270,38180,244.004,122.7,4.4,2395.35,2017
273,51-9000,12940,13.2,3.05,28680,1.5,22430,25280,31550,244.004,122.7,4.4,2395.35,2017
274,51-9010,970,28.7,0.23,30510,5.5,22730,26050,34020,244.004,122.7,4.4,2395.35,2017
275,51-9012,970,28.7,0.23,30510,5.5,22730,26050,34020,244.004,122.7,4.4,2395.35,2017
