,OCC_CODE,TOT_EMP,EMP_PRSE,PCT_TOTAL,A_MEAN,MEAN_PRSE,A_PCT25,A_MEDIAN,A_PCT75,CPI,PRICE_INDEX,UNEMPLOYMENT_RATE,SP_INDEX,YEAR
1585,23-1011,1190,6.0,0.02,159190,2,100140,142080,196770,250.792,128.2,3.8,2701.49,2018
1586,23-2000,640,16.4,0.01,59620,2.5,43550,52420,69980,250.792,128.2,3.8,2701.49,2018
1587,23-2010,300,10.3,0.0,65580,2.6,50290,62320,78140,250.792,128.2,3.8,2701.49,2018
1588,23-2011,300,10.3,0.0,65580,2.6,50290,62320,78140,250.792,128.2,3.8,2701.49,2018
1589,23-2090,340,29.3,0.0,54350,4,42080,47240,57760,250.792,128.2,3.8,2701.49,2018
1590,23-2093,310,32.0,0.0,50580,3.3,41990,46810,55010,250.792,128.2,3.8,2701.49,2018
1591,25-0000,150,21.2,0.0,59550,9,38590,55070,76920,250.792,128.2,3.8,2701.49,2018
1592,25-3000,70,41.5,0.0,60750,18.9,34070,49860,90980,250.792,128.2,3.8,2701.49,2018
1593,25-3020,60,46.5,0.0,60180,22.9,34310,47670,90660,250.792,128.2,3.8,2701.49,2018
1594,25-3021,60,46.5,0.0,60180,22.9,34310,47670,90660,250.792,128.2,3.8,2701.49,2018
1595,25-9000,80,19.3,0.0,59000,4.7,43330,57710,73940,250.792,128.2,3.8,2701.49,2018
1596,25-9030,60,23.2,0.0,66850,3.5,54650,66240,79050,250.792,128.2,3.8,2701.49,2018
1597,25-9031,60,23.2,0.0,66850,3.5,54650,66240,79050,250.792,128.2,3.8,2701.49,2018
1598,27-0000,10680,5.4,0.15,54550,1.9,37910,50020,65050,250.792,128.2,3.8,2701.49,2018
1599,27-1000,7220,5.9,0.1,55910,1.9,40470,51660,66080,250.792,128.2,3.8,2701.49,2018
1600,27-1010,160,35.8,0.0,56580,13.5,34300,53300,64200,250.792,128.2,3.8,2701.49,2018
1602,27-1020,7060,5.9,0.1,55900,1.9,40510,51610,66140,250.792,128.2,3.8,2701.49,2018
1603,27-1021,830,16.5,0.01,69530,3.9,50810,65270,84430,250.792,128.2,3.8,2701.49,2018
1605,27-1024,1330,9.5,0.02,49880,2.2,34770,46100,61150,250.792,128.2,3.8,2701.49,2018
1606,27-1025,4180,8.7,0.06,54780,2.7,41550,50820,63710,250.792,128.2,3.8,2701.49,2018
1607,27-1026,190,35.1,0.0,46700,16.3,29070,43600,60690,250.792,128.2,3.8,2701.49,2018
1608,27-1029,460,16.1,0.01,65610,6.6,42170,57650,81730,250.792,128.2,3.8,2701.49,2018
1609,27-2000,70,14.8,0.0,50940,6.3,25250,50490,68250,250.792,128.2,3.8,2701.49,2018
1610,27-2020,50,12.9,0.0,38220,6.3,23580,29830,56040,250.792,128.2,3.8,2701.49,2018
1611,27-3000,1350,8.0,0.02,62560,4.6,41220,56490,78100,250.792,128.2,3.8,2701.49,2018
1612,27-3030,1110,8.9,0.02,62160,5.5,40290,54170,78250,250.792,128.2,3.8,2701.49,2018
1613,27-3031,1110,8.9,0.02,62160,5.5,40290,54170,78250,250.792,128.2,3.8,2701.49,2018
1614,27-3040,220,19.4,0.0,64860,4.7,51430,63210,78110,250.792,128.2,3.8,2701.49,2018
1615,27-3042,190,21.8,0.0,63900,5.6,50670,62500,78110,250.792,128.2,3.8,2701.49,2018
1616,27-4000,2040,17.8,0.03,44530,5.4,30960,40510,54660,250.792,128.2,3.8,2701.49,2018
1617,27-4010,1940,18.7,0.03,44390,5.7,30730,40410,54610,250.792,128.2,3.8,2701.49,2018
1618,27-4011,1830,19.5,0.03,43680,6,30420,39620,52960,250.792,128.2,3.8,2701.49,2018
1619,27-4012,50,46.6,0.0,52830,16.8,33370,54660,71490,250.792,128.2,3.8,2701.49,2018
