,OCC_CODE,TOT_EMP,EMP_PRSE,PCT_TOTAL,A_MEAN,MEAN_PRSE,A_PCT25,A_MEDIAN,A_PCT75,CPI,PRICE_INDEX,UNEMPLOYMENT_RATE,SP_INDEX,YEAR
61,41-1012,80,13.2,0.02,74130,6.9,52520,64380,83330,213.022,116.8,9.4,902.41,2009
62,41-2011,50,29.5,0.01,18340,6.5,15000,17620,20980,213.022,116.8,9.4,902.41,2009
63,41-2031,90,27.8,0.02,21980,9.8,16740,18760,22700,213.022,116.8,9.4,902.41,2009
64,41-3099,530,14.6,0.14,57950,6.8,32160,49670,84770,213.022,116.8,9.4,902.41,2009
65,41-4012,1120,11.2,0.29,63810,4.7,41160,55920,76810,213.022,116.8,9.4,902.41,2009
66,41-9099,70,22.7,0.02,40970,6.1,33160,41450,48400,213.022,116.8,9.4,902.41,2009
67,43-0000,19130,2.8,5.01,28640,1.0,19590,26390,34510,213.022,116.8,9.4,902.41,2009
68,43-1011,1050,7.8,0.27,48250,2.5,34850,44520,60330,213.022,116.8,9.4,902.41,2009
69,43-3031,4290,7.6,1.12,30280,2.5,22040,29100,37110,213.022,116.8,9.4,902.41,2009
70,43-3051,980,9.2,0.26,30670,2.9,23290,30220,37450,213.022,116.8,9.4,902.41,2009
71,43-4051,410,14.1,0.11,33890,3.2,24540,33210,40710,213.022,116.8,9.4,902.41,2009
72,43-4071,210,16.4,0.05,23320,4.4,17600,20200,27720,213.022,116.8,9.4,902.41,2009
73,43-4151,130,27.1,0.03,29560,4.0,24800,28520,35070,213.022,116.8,9.4,902.41,2009
74,43-4161,160,11.4,0.04,35760,3.3,25660,34660,43870,213.022,116.8,9.4,902.41,2009
75,43-4171,460,10.2,0.12,25260,2.6,19150,24080,29640,213.022,116.8,9.4,902.41,2009
77,43-5061,30,15.3,0.01,38250,4.0,30710,38920,45620,213.022,116.8,9.4,902.41,2009
78,43-5071,1650,8.6,0.43,25920,2.6,19080,23830,31220,213.022,116.8,9.4,902.41,2009
79,43-5081,130,24.0,0.03,23930,5.4,18600,23370,29580,213.022,116.8,9.4,902.41,2009
80,43-5111,760,19.2,0.20,21070,4.6,16780,18710,24440,213.022,116.8,9.4,902.41,2009
81,43-6011,680,15.7,0.18,41530,2.2,32450,39670,49830,213.022,116.8,9.4,902.41,2009
82,43-6014,3020,7.6,0.79,26450,1.5,20140,25540,31390,213.022,116.8,9.4,902.41,2009
83,43-9011,40,15.6,0.01,30610,4.1,22080,27690,38970,213.022,116.8,9.4,902.41,2009
84,43-9021,180,15.4,0.05,22450,2.7,18240,21080,24880,213.022,116.8,9.4,902.41,2009
86,43-9061,4610,4.7,1.21,23940,1.4,17500,21970,28670,213.022,116.8,9.4,902.41,2009
87,43-9199,40,40.0,0.01,28270,5.2,26590,29210,31750,213.022,116.8,9.4,902.41,2009
88,45-0000,269600,1.0,70.59,22160,0.6,17480,18910,23100,213.022,116.8,9.4,902.41,2009
89,45-1011,10270,3.3,2.69,39680,1.4,26420,35890,49840,213.022,116.8,9.4,902.41,2009
91,45-2011,450,21.8,0.12,36500,6.6,23070,31510,49340,213.022,116.8,9.4,902.41,2009
92,45-2021,1340,8.8,0.35,36770,5.1,21910,30670,46650,213.022,116.8,9.4,902.41,2009
93,45-2041,14470,6.5,3.79,18890,1.6,16850,18170,19530,213.022,116.8,9.4,902.41,2009
94,45-2091,14650,5.9,3.84,23620,1.9,17970,21430,28020,213.022,116.8,9.4,902.41,2009
95,45-2092,183630,1.4,48.08,19200,0.5,17260,18390,19700,213.022,116.8,9.4,902.41,2009
96,45-2093,13950,3.5,3.65,23250,1.4,17890,21350,27090,213.022,116.8,9.4,902.41,2009
97,45-2099,1070,17.0,0.28,23970,4.2,18020,21520,29440,213.022,116.8,9.4,902.41,2009
98,45-4011,100,24.2,0.03,26600,7.3,19420,26230,34210,213.022,116.8,9.4,902.41,2009
99,45-4021,5620,6.7,1.47,35470,2.4,25060,32330,40680,213.022,116.8,9.4,902.41,2009
100,45-4022,19570,3.6,5.12,33120,1.0,26540,32260,38800,213.022,116.8,9.4,902.41,2009
101,45-4023,370,17.0,0.10,39550,5.6,27700,36700,47760,213.022,116.8,9.4,902.41,2009
102,45-4029,3260,10.8,0.85,34060,1.9,28930,34730,40070,213.022,116.8,9.4,902.41,2009
103,47-0000,580,17.5,0.15,35250,5.3,24470,31960,44050,213.022,116.8,9.4,902.41,2009
104,47-2073,460,20.6,0.12,34180,5.8,24760,31260,42690,213.022,116.8,9.4,902.41,2009
105,49-0000,7010,5.9,1.84,33130,1.3,22900,30790,40060,213.022,116.8,9.4,902.41,2009
106,49-1011,400,12.7,0.10,51910,3.8,37500,47930,64770,213.022,116.8,9.4,902.41,2009
108,49-3031,460,12.0,0.12,36800,2.9,28340,36720,43880,213.022,116.8,9.4,902.41,2009
109,49-3041,1440,10.6,0.38,29570,3.3,20830,27660,35900,213.022,116.8,9.4,902.41,2009
110,49-3042,870,13.4,0.23,37800,4.3,29730,35250,41510,213.022,116.8,9.4,902.41,2009
111,49-9041,150,23.8,0.04,34420,3.9,25330,34210,41560,213.022,116.8,9.4,902.41,2009
112,49-9042,2520,7.1,0.66,30070,1.7,20970,28250,36990,213.022,116.8,9.4,902.41,2009
113,49-9043,540,18.8,0.14,28460,3.5,20470,26600,31950,213.022,116.8,9.4,902.41,2009
114,49-9096,140,22.2,0.04,44220,6.0,34530,39030,49000,213.022,116.8,9.4,902.41,2009
115,49-9098,130,15.7,0.03,22460,2.7,18260,20310,26010,213.022,116.8,9.4,902.41,2009
116,51-0000,12480,5.8,3.27,24350,2.6,17940,20230,27040,213.022,116.8,9.4,902.41,2009
117,51-1011,820,8.5,0.21,42920,2.6,29650,40760,53490,213.022,116.8,9.4,902.41,2009
118,51-2099,50,40.0,0.01,22150,4.7,18970,21240,24230,213.022,116.8,9.4,902.41,2009
119,51-3091,440,28.5,0.12,22590,4.8,17500,21590,25560,213.022,116.8,9.4,902.41,2009
120,51-4121,70,41.0,0.02,31400,6.9,23090,29460,40370,213.022,116.8,9.4,902.41,2009
121,51-7041,1120,31.4,0.29,34520,9.7,26410,32330,43570,213.022,116.8,9.4,902.41,2009
123,51-9012,650,19.0,0.17,28900,3.7,20440,25590,38470,213.022,116.8,9.4,902.41,2009
125,51-9023,130,35.4,0.03,29800,7.7,22830,27410,36140,213.022,116.8,9.4,902.41,2009
126,51-9032,810,2.3,0.21,23500,4.4,21790,23350,24910,213.022,116.8,9.4,902.41,2009
127,51-9041,210,33.9,0.05,17040,5.7,14720,15660,17510,213.022,116.8,9.4,902.41,2009
128,51-9061,940,16.6,0.25,21740,3.3,17510,19480,23480,213.022,116.8,9.4,902.41,2009
129,51-9111,4180,7.6,1.09,19770,2.2,17350,18600,20320,213.022,116.8,9.4,902.41,2009
130,51-9192,630,11.3,0.16,21600,5.3,18000,19250,23000,213.022,116.8,9.4,902.41,2009
131,51-9193,40,23.7,0.01,34330,5.2,26760,34320,40260,213.022,116.8,9.4,902.41,2009
132,51-9198,1310,17.8,0.34,20260,3.2,17640,18930,20670,213.022,116.8,9.4,902.41,2009
133,51-9199,480,25.2,0.13,23500,7.5,17670,19290,27290,213.022,116.8,9.4,902.41,2009
134,53-0000,50720,2.6,13.28,25630,1.1,18240,21060,29820,213.022,116.8,9.4,902.41,2009
135,53-1021,1340,7.8,0.35,40460,2.2,28480,37580,50240,213.022,116.8,9.4,902.41,2009
136,53-1031,530,14.5,0.14,54410,7.2,38150,48320,62940,213.022,116.8,9.4,902.41,2009
137,53-2012,1040,13.9,0.27,62280,6.5,38200,54800,75070,213.022,116.8,9.4,902.41,2009
138,53-3032,11900,4.3,3.12,32630,1.8,25460,31300,37990,213.022,116.8,9.4,902.41,2009
139,53-3033,1300,9.1,0.34,26280,2.4,20950,24600,30210,213.022,116.8,9.4,902.41,2009
140,53-7011,430,16.2,0.11,24390,2.9,19160,23620,28130,213.022,116.8,9.4,902.41,2009
142,53-7032,150,26.1,0.04,35940,5.7,29850,34480,40070,213.022,116.8,9.4,902.41,2009
143,53-7041,180,21.5,0.05,38120,2.7,34630,38350,41970,213.022,116.8,9.4,902.41,2009
144,53-7051,4320,6.5,1.13,25340,1.8,18980,23500,29920,213.022,116.8,9.4,902.41,2009
145,53-7061,220,21.9,0.06,20320,2.7,18170,19890,22200,213.022,116.8,9.4,902.41,2009
146,53-7062,10000,5.4,2.62,20630,1.6,16920,18920,22470,213.022,116.8,9.4,902.41,2009
147,53-7063,1120,12.3,0.29,19920,3.0,16100,18310,21590,213.022,116.8,9.4,902.41,2009
148,53-7064,17740,4.4,4.65,19830,1.2,17680,18960,20690,213.022,116.8,9.4,902.41,2009
149,53-7199,110,30.1,0.03,29680,6.6,26160,29770,32790,213.022,116.8,9.4,902.41,2009
150,00-0000,683880,0.9,100.00,52840,0.9,31930,43590,60910,213.022,116.8,9.4,902.41,2009
151,11-0000,33640,2.6,4.92,118740,1.5,71600,102460,150880,213.022,116.8,9.4,902.41,2009
152,11-1011,1620,7.4,0.24,167070,4.6,98670,239200,239200,213.022,116.8,9.4,902.41,2009
153,11-1021,16690,3.9,2.44,123030,2.2,71720,104320,161800,213.022,116.8,9.4,902.41,2009
154,11-2021,280,10.0,0.04,139300,5.6,87530,125540,239200,213.022,116.8,9.4,902.41,2009
155,11-2022,620,6.7,0.09,105570,3.2,69170,93700,133270,213.022,116.8,9.4,902.41,2009
156,11-2031,80,15.4,0.01,109500,6.4,77610,94750,136490,213.022,116.8,9.4,902.41,2009
157,11-3011,1210,6.9,0.18,91460,4.7,58450,82460,112220,213.022,116.8,9.4,902.41,2009
158,11-3021,350,9.8,0.05,117290,2.5,89980,110960,138230,213.022,116.8,9.4,902.41,2009
159,11-3031,2720,4.9,0.40,119300,2.9,76140,107020,147490,213.022,116.8,9.4,902.41,2009
160,11-3041,130,13.3,0.02,95630,6.5,66380,90770,112950,213.022,116.8,9.4,902.41,2009
161,11-3042,80,14.6,0.01,96450,7.2,68670,88890,113840,213.022,116.8,9.4,902.41,2009
162,11-3049,260,9.1,0.04,101070,4.0,70090,93670,125200,213.022,116.8,9.4,902.41,2009
163,11-3051,2750,6.5,0.40,108130,3.1,69040,96950,130610,213.022,116.8,9.4,902.41,2009
164,11-3061,290,8.3,0.04,95640,2.7,67840,89830,116210,213.022,116.8,9.4,902.41,2009
165,11-3071,280,15.1,0.04,99250,5.8,71910,85390,106710,213.022,116.8,9.4,902.41,2009
166,11-9021,1400,6.6,0.20,100320,2.9,69940,90240,121920,213.022,116.8,9.4,902.41,2009
167,11-9041,1700,5.8,0.25,135910,2.7,94700,125710,163660,213.022,116.8,9.4,902.41,2009
168,11-9121,200,13.9,0.03,151620,8.2,97140,130930,239200,213.022,116.8,9.4,902.41,2009
169,11-9141,1430,9.1,0.21,77390,5.6,38390,61570,102330,213.022,116.8,9.4,902.41,2009
170,11-9199,1550,8.7,0.23,109100,4.7,69770,98130,136080,213.022,116.8,9.4,902.41,2009
171,13-0000,22950,4.7,3.36,70670,1.6,48750,65250,84990,213.022,116.8,9.4,902.41,2009
172,13-1022,90,14.2,0.01,56910,5.7,40390,53630,66440,213.022,116.8,9.4,902.41,2009
173,13-1023,2540,5.1,0.37,61000,1.8,43930,56740,73730,213.022,116.8,9.4,902.41,2009
174,13-1041,1460,15.7,0.21,55990,3.8,34520,52090,72330,213.022,116.8,9.4,902.41,2009
175,13-1051,330,19.2,0.05,64620,4.1,46980,60920,77350,213.022,116.8,9.4,902.41,2009
176,13-1061,40,34.0,0.01,94330,11.4,56340,110750,126770,213.022,116.8,9.4,902.41,2009
177,13-1071,370,8.3,0.05,64630,3.3,44110,58590,76790,213.022,116.8,9.4,902.41,2009
178,13-1072,320,9.3,0.05,61490,2.4,45660,57550,72640,213.022,116.8,9.4,902.41,2009
179,13-1073,510,12.3,0.07,66700,3.0,47880,64190,85160,213.022,116.8,9.4,902.41,2009
180,13-1079,720,6.9,0.11,70220,5.0,49720,66590,86240,213.022,116.8,9.4,902.41,2009
181,13-1081,670,12.1,0.10,79380,3.1,59240,77060,97430,213.022,116.8,9.4,902.41,2009
182,13-1111,880,27.6,0.13,92260,5.6,57340,81290,113560,213.022,116.8,9.4,902.41,2009
183,13-1199,3630,9.7,0.53,77320,3.3,51050,69450,94980,213.022,116.8,9.4,902.41,2009
184,13-2011,8760,4.6,1.28,68140,1.2,49100,64580,80870,213.022,116.8,9.4,902.41,2009
185,13-2031,200,34.4,0.03,79530,2.4,58670,78980,99870,213.022,116.8,9.4,902.41,2009
186,13-2051,2260,14.6,0.33,82330,2.7,58460,76000,100970,213.022,116.8,9.4,902.41,2009
188,15-0000,5160,10.3,0.75,74070,1.7,53630,72140,92290,213.022,116.8,9.4,902.41,2009
189,15-1021,310,12.9,0.05,71360,3.6,52440,71600,86380,213.022,116.8,9.4,902.41,2009
190,15-1031,220,22.3,0.03,93370,4.2,75640,92110,110390,213.022,116.8,9.4,902.41,2009
191,15-1032,210,22.0,0.03,82580,5.2,64290,81960,99930,213.022,116.8,9.4,902.41,2009
192,15-1041,830,8.3,0.12,50270,2.1,36350,46170,61890,213.022,116.8,9.4,902.41,2009
193,15-1051,750,10.6,0.11,78430,1.5,61200,75670,93700,213.022,116.8,9.4,902.41,2009
194,15-1061,200,12.8,0.03,69740,2.9,49830,66020,86620,213.022,116.8,9.4,902.41,2009
195,15-1071,660,9.2,0.10,71800,2.2,54970,69520,86670,213.022,116.8,9.4,902.41,2009
196,15-1081,320,10.6,0.05,75990,2.7,59030,74520,91990,213.022,116.8,9.4,902.41,2009
197,15-1099,1500,27.2,0.22,82730,3.0,62880,80840,101770,213.022,116.8,9.4,902.41,2009
198,15-2031,140,37.3,0.02,75050,6.8,46240,70780,96510,213.022,116.8,9.4,902.41,2009
199,17-0000,35530,7.9,5.20,97450,1.9,63260,88890,122520,213.022,116.8,9.4,902.41,2009
200,17-1021,140,19.7,0.02,62430,8.3,40640,54740,70640,213.022,116.8,9.4,902.41,2009
201,17-1022,590,7.7,0.09,48730,1.6,36660,46290,59060,213.022,116.8,9.4,902.41,2009
202,17-2041,870,28.0,0.13,113870,5.6,86640,104340,134710,213.022,116.8,9.4,902.41,2009
203,17-2051,790,26.0,0.12,94880,4.0,69710,90190,116780,213.022,116.8,9.4,902.41,2009
204,17-2071,530,28.9,0.08,105710,3.6,96600,110040,121240,213.022,116.8,9.4,902.41,2009
205,17-2072,50,20.5,0.01,80830,5.6,60390,83710,101970,213.022,116.8,9.4,902.41,2009
206,17-2081,530,5.7,0.08,78490,1.8,61570,75460,93990,213.022,116.8,9.4,902.41,2009
207,17-2111,380,12.5,0.06,75530,4.0,51100,69890,95590,213.022,116.8,9.4,902.41,2009
208,17-2112,1700,11.2,0.25,89690,2.5,68490,85620,107410,213.022,116.8,9.4,902.41,2009
209,17-2131,750,22.5,0.11,93580,5.5,62640,82810,113700,213.022,116.8,9.4,902.41,2009
210,17-2141,1140,11.9,0.17,85540,1.9,66030,81240,102760,213.022,116.8,9.4,902.41,2009
211,17-2151,2910,6.2,0.43,82050,1.6,62070,78450,97530,213.022,116.8,9.4,902.41,2009
212,17-2171,14820,6.8,2.17,119260,2.0,80060,110400,149820,213.022,116.8,9.4,902.41,2009
213,17-2199,4100,34.7,0.60,100620,5.8,75580,99320,125180,213.022,116.8,9.4,902.41,2009
214,17-3011,50,24.9,0.01,51040,5.9,40330,49630,58400,213.022,116.8,9.4,902.41,2009
215,17-3012,30,18.9,0.00,64700,7.1,46270,63350,78660,213.022,116.8,9.4,902.41,2009
216,17-3013,510,26.7,0.07,44960,4.5,30960,43080,56020,213.022,116.8,9.4,902.41,2009
217,17-3019,200,16.5,0.03,60140,5.5,41320,55920,66580,213.022,116.8,9.4,902.41,2009
218,17-3022,90,10.6,0.01,51400,2.5,42440,50720,58280,213.022,116.8,9.4,902.41,2009
219,17-3023,1290,17.6,0.19,63320,6.2,42870,58760,79670,213.022,116.8,9.4,902.41,2009
220,17-3024,240,16.2,0.04,79150,5.4,54480,81710,101790,213.022,116.8,9.4,902.41,2009
221,17-3025,300,8.4,0.04,49470,2.1,39480,47080,57710,213.022,116.8,9.4,902.41,2009
222,17-3026,600,20.0,0.09,69420,3.5,54000,68760,86660,213.022,116.8,9.4,902.41,2009
223,17-3027,380,21.8,0.06,61910,2.3,49150,61740,76490,213.022,116.8,9.4,902.41,2009
224,17-3029,1870,10.5,0.27,66000,2.7,51000,63200,77280,213.022,116.8,9.4,902.41,2009
225,17-3031,610,8.9,0.09,46220,3.7,32820,41730,54640,213.022,116.8,9.4,902.41,2009
226,19-0000,19560,6.2,2.86,88790,2.4,47920,71810,118570,213.022,116.8,9.4,902.41,2009
227,19-2012,90,26.5,0.01,130420,8.4,93320,110450,151210,213.022,116.8,9.4,902.41,2009
228,19-2031,340,11.5,0.05,91010,4.8,65420,89290,115680,213.022,116.8,9.4,902.41,2009
229,19-2041,370,8.7,0.05,72430,3.9,49870,66350,91060,213.022,116.8,9.4,902.41,2009
230,19-2042,8550,7.6,1.25,125770,2.4,79800,119800,162490,213.022,116.8,9.4,902.41,2009
231,19-3021,270,19.7,0.04,67610,5.2,40560,59440,85310,213.022,116.8,9.4,902.41,2009
232,19-4031,1270,6.2,0.19,46620,2.0,37510,47770,54670,213.022,116.8,9.4,902.41,2009
233,19-4041,8180,8.6,1.20,59280,3.7,39210,55830,73430,213.022,116.8,9.4,902.41,2009
234,19-4091,140,14.8,0.02,48550,3.0,36900,45800,56090,213.022,116.8,9.4,902.41,2009
235,19-4099,210,44.4,0.03,46320,8.3,33240,42670,59960,213.022,116.8,9.4,902.41,2009
236,23-0000,2220,7.5,0.32,97030,4.5,46040,72660,142370,213.022,116.8,9.4,902.41,2009
237,23-1011,630,9.4,0.09,159100,4.5,104440,155190,239200,213.022,116.8,9.4,902.41,2009
238,23-2011,110,9.7,0.02,59890,4.4,49470,58430,70510,213.022,116.8,9.4,902.41,2009
239,23-2093,1420,9.8,0.21,73590,6.6,39480,58380,89550,213.022,116.8,9.4,902.41,2009
240,23-2099,60,39.1,0.01,66170,4.6,48830,65960,84220,213.022,116.8,9.4,902.41,2009
241,27-0000,350,11.2,0.05,68490,6.4,43310,61140,85860,213.022,116.8,9.4,902.41,2009
242,27-1024,60,23.2,0.01,47570,4.7,34300,45990,57860,213.022,116.8,9.4,902.41,2009
243,27-3031,200,14.9,0.03,81410,8.0,48430,77330,108950,213.022,116.8,9.4,902.41,2009
244,27-3042,40,35.8,0.01,55060,4.5,44590,52170,64810,213.022,116.8,9.4,902.41,2009
245,27-4013,50,29.7,0.01,53670,9.7,41130,61630,68440,213.022,116.8,9.4,902.41,2009
246,29-0000,2500,4.5,0.37,64300,1.5,47570,63370,79720,213.022,116.8,9.4,902.41,2009
247,29-2041,50,14.1,0.01,58880,10.0,34520,64370,71960,213.022,116.8,9.4,902.41,2009
248,29-9011,1710,4.8,0.25,67280,1.5,51790,66040,81460,213.022,116.8,9.4,902.41,2009
249,29-9012,700,11.7,0.10,56760,3.8,40790,53820,73420,213.022,116.8,9.4,902.41,2009
250,33-0000,710,14.2,0.10,32240,8.2,18070,25130,41310,213.022,116.8,9.4,902.41,2009
251,33-1099,40,17.7,0.01,54370,8.9,37960,56460,69260,213.022,116.8,9.4,902.41,2009
252,33-2011,50,39.2,0.01,73150,4.8,68120,75730,82920,213.022,116.8,9.4,902.41,2009
253,33-9032,490,11.5,0.07,28530,3.3,19180,25140,36780,213.022,116.8,9.4,902.41,2009
255,35-0000,500,29.1,0.07,26320,9.0,16550,24450,34950,213.022,116.8,9.4,902.41,2009
256,35-2012,200,20.3,0.03,25620,9.4,15670,21870,36900,213.022,116.8,9.4,902.41,2009
257,35-2019,90,21.8,0.01,26840,5.8,21450,26140,31330,213.022,116.8,9.4,902.41,2009
258,37-0000,1440,9.1,0.21,24410,2.2,17330,22090,29330,213.022,116.8,9.4,902.41,2009
259,37-2011,1180,10.2,0.17,24460,2.6,17060,22080,29860,213.022,116.8,9.4,902.41,2009
260,37-3011,210,23.3,0.03,23130,3.4,17920,21280,26210,213.022,116.8,9.4,902.41,2009
261,39-0000,180,34.5,0.03,32790,11.8,21570,31960,41870,213.022,116.8,9.4,902.41,2009
262,39-9031,30,18.7,0.00,36000,6.7,25440,35140,42760,213.022,116.8,9.4,902.41,2009
263,41-0000,8930,5.7,1.31,73310,6.4,41820,60790,87030,213.022,116.8,9.4,902.41,2009
264,41-1012,260,13.1,0.04,82410,4.8,57320,71990,97650,213.022,116.8,9.4,902.41,2009
265,41-2011,70,27.6,0.01,20510,5.5,16400,18410,22240,213.022,116.8,9.4,902.41,2009
267,41-3099,1370,19.0,0.20,109670,21.1,49590,76860,239200,213.022,116.8,9.4,902.41,2009
268,41-4011,1450,11.8,0.21,75710,2.8,55410,70310,90580,213.022,116.8,9.4,902.41,2009
269,41-4012,3370,5.8,0.49,64320,3.3,40440,55820,78380,213.022,116.8,9.4,902.41,2009
270,41-9021,70,29.1,0.01,51880,18.6,29660,45420,63490,213.022,116.8,9.4,902.41,2009
271,41-9022,2070,12.7,0.30,66700,3.5,35750,51150,83680,213.022,116.8,9.4,902.41,2009
272,41-9031,30,34.9,0.00,82270,21.5,53410,73960,96210,213.022,116.8,9.4,902.41,2009
274,43-0000,56570,1.9,8.27,35410,0.7,25140,32460,42860,213.022,116.8,9.4,902.41,2009
275,43-1011,3160,4.3,0.46,54100,1.7,37030,49930,66440,213.022,116.8,9.4,902.41,2009
276,43-3021,510,19.8,0.07,34420,9.8,23200,29620,39810,213.022,116.8,9.4,902.41,2009
277,43-3031,10510,4.0,1.54,35390,1.2,26900,33550,42540,213.022,116.8,9.4,902.41,2009
278,43-3051,1170,5.1,0.17,34180,1.1,27360,33610,40640,213.022,116.8,9.4,902.41,2009
279,43-3061,310,12.6,0.05,39240,3.0,31520,38180,46070,213.022,116.8,9.4,902.41,2009
