,OCC_CODE,TOT_EMP,EMP_PRSE,PCT_TOTAL,A_MEAN,MEAN_PRSE,A_PCT25,A_MEDIAN,A_PCT75,CPI,PRICE_INDEX,UNEMPLOYMENT_RATE,SP_INDEX,YEAR
19,15-0000,210,15.1,0.06,59380,2.5,44160,53140,74060,217.29,126.7,9.6,1125.06,2010
20,15-1141,80,12.5,0.02,62230,2.7,49410,57790,75320,217.29,126.7,9.6,1125.06,2010
22,19-0000,2080,11.6,0.56,48160,4.1,28360,39520,62570,217.29,126.7,9.6,1125.06,2010
23,19-1011,130,30.7,0.04,95880,12.4,47020,92320,136520,217.29,126.7,9.6,1125.06,2010
24,19-1012,120,19.5,0.03,50500,5.3,28280,43420,65770,217.29,126.7,9.6,1125.06,2010
25,19-1013,290,22.5,0.08,65450,7.2,47280,63540,81450,217.29,126.7,9.6,1125.06,2010
27,19-1032,460,24.7,0.13,57550,3.2,43900,59620,69670,217.29,126.7,9.6,1125.06,2010
28,19-4011,910,17.0,0.25,31720,2.7,23740,29190,36310,217.29,126.7,9.6,1125.06,2010
30,25-0000,330,16.4,0.09,46830,12.8,26330,38550,60730,217.29,126.7,9.6,1125.06,2010
31,25-3021,270,19.9,0.07,37510,9.9,22710,35020,46940,217.29,126.7,9.6,1125.06,2010
33,27-0000,140,22.6,0.04,33670,6.7,23760,29890,40750,217.29,126.7,9.6,1125.06,2010
34,27-2022,50,40.1,0.01,25740,5.2,24160,26480,28980,217.29,126.7,9.6,1125.06,2010
35,27-3031,40,37.0,0.01,48890,6.3,37650,46120,56240,217.29,126.7,9.6,1125.06,2010
36,29-0000,120,17.3,0.03,79180,9.7,39590,56130,109600,217.29,126.7,9.6,1125.06,2010
37,29-1131,50,25.7,0.01,122820,11.1,84700,110180,153240,217.29,126.7,9.6,1125.06,2010
38,29-2056,40,32.1,0.01,35820,3.4,28880,36460,42200,217.29,126.7,9.6,1125.06,2010
39,33-0000,410,19.1,0.11,26490,14.7,17740,19390,26740,217.29,126.7,9.6,1125.06,2010
40,33-9032,390,18.2,0.11,22510,2.9,17720,19200,25780,217.29,126.7,9.6,1125.06,2010
41,37-0000,4020,7.6,1.09,26870,2.0,19340,23750,30200,217.29,126.7,9.6,1125.06,2010
42,37-1012,160,29.6,0.04,48000,3.6,37170,50930,57360,217.29,126.7,9.6,1125.06,2010
43,37-2011,1230,9.2,0.33,21540,2.0,17730,19600,23270,217.29,126.7,9.6,1125.06,2010
44,37-2012,70,18.8,0.02,25750,4.8,19100,24900,29730,217.29,126.7,9.6,1125.06,2010
45,37-3011,840,11.7,0.23,26540,3.0,19270,23930,29670,217.29,126.7,9.6,1125.06,2010
46,37-3012,1580,14.3,0.43,29270,3.7,22230,26450,34400,217.29,126.7,9.6,1125.06,2010
48,37-3019,50,47.2,0.01,20250,4.0,17710,19790,22690,217.29,126.7,9.6,1125.06,2010
49,39-0000,4250,7.3,1.15,29400,3.3,19050,23830,32230,217.29,126.7,9.6,1125.06,2010
50,39-1021,120,22.0,0.03,38380,6.9,27340,35320,50840,217.29,126.7,9.6,1125.06,2010
51,39-2011,1690,8.7,0.46,36020,3.8,21750,29800,45910,217.29,126.7,9.6,1125.06,2010
52,39-2021,2430,11.2,0.66,24390,5.0,18120,21580,26070,217.29,126.7,9.6,1125.06,2010
53,41-0000,2020,7.9,0.55,58940,3.7,34240,50280,74470,217.29,126.7,9.6,1125.06,2010
54,41-1012,100,23.6,0.03,81970,15.2,46380,69080,98260,217.29,126.7,9.6,1125.06,2010
55,41-2011,30,27.6,0.01,21320,12.2,15800,18480,22120,217.29,126.7,9.6,1125.06,2010
56,41-2031,130,21.9,0.03,21610,6.9,17380,19200,23120,217.29,126.7,9.6,1125.06,2010
57,41-3099,380,17.0,0.1,65250,5.6,42440,62750,88130,217.29,126.7,9.6,1125.06,2010
58,41-4011,40,34.0,0.01,47780,8.1,33680,48180,56690,217.29,126.7,9.6,1125.06,2010
59,41-4012,1160,9.1,0.31,62300,4.0,38260,54530,76770,217.29,126.7,9.6,1125.06,2010
60,41-9799,110,40.3,0.03,41310,8.0,33960,37820,46720,217.29,126.7,9.6,1125.06,2010
61,43-0000,19990,2.9,5.43,29230,1.3,19560,26780,35570,217.29,126.7,9.6,1125.06,2010
62,43-1011,1080,7.6,0.29,48170,2.5,34510,44820,60020,217.29,126.7,9.6,1125.06,2010
63,43-3031,4220,8.8,1.15,31610,4.4,21780,30240,39250,217.29,126.7,9.6,1125.06,2010
64,43-3051,1010,14.1,0.27,32420,3.8,24970,31510,40130,217.29,126.7,9.6,1125.06,2010
65,43-4051,340,13.1,0.09,33360,4.1,24620,31120,39670,217.29,126.7,9.6,1125.06,2010
66,43-4071,170,12.3,0.05,22280,2.2,18160,21130,26070,217.29,126.7,9.6,1125.06,2010
67,43-4151,200,21.3,0.05,29010,3.2,23370,27610,33400,217.29,126.7,9.6,1125.06,2010
68,43-4161,160,11.0,0.04,35620,3.1,25570,34150,43620,217.29,126.7,9.6,1125.06,2010
69,43-4171,400,9.2,0.11,25210,2.3,19190,23830,29250,217.29,126.7,9.6,1125.06,2010
72,43-5071,1820,8.9,0.49,26880,2.8,20080,25280,30910,217.29,126.7,9.6,1125.06,2010
73,43-5081,100,18.4,0.03,25210,3.4,19030,23850,31040,217.29,126.7,9.6,1125.06,2010
74,43-5111,950,16.3,0.26,22560,5.1,17260,18740,24730,217.29,126.7,9.6,1125.06,2010
75,43-6011,600,12.0,0.16,43510,2.8,34310,41990,50770,217.29,126.7,9.6,1125.06,2010
76,43-6014,3160,6.1,0.86,27420,1.6,20090,26460,32980,217.29,126.7,9.6,1125.06,2010
77,43-9011,70,13.2,0.02,31850,4.1,22700,29410,39190,217.29,126.7,9.6,1125.06,2010
78,43-9021,300,27.0,0.08,26060,5.2,19970,23880,32110,217.29,126.7,9.6,1125.06,2010
79,43-9061,5070,5.5,1.38,24350,1.4,17940,22210,29110,217.29,126.7,9.6,1125.06,2010
80,45-0000,260570,1.1,70.73,22520,0.7,17790,19000,23430,217.29,126.7,9.6,1125.06,2010
81,45-1011,9860,3.9,2.68,41940,1.5,27630,37660,52530,217.29,126.7,9.6,1125.06,2010
82,45-2011,510,19.3,0.14,36280,5.5,22240,30770,49880,217.29,126.7,9.6,1125.06,2010
83,45-2021,1140,10.6,0.31,36760,3.5,24360,32100,44650,217.29,126.7,9.6,1125.06,2010
84,45-2041,14250,6.4,3.87,20180,2.7,17510,18600,19990,217.29,126.7,9.6,1125.06,2010
85,45-2091,14760,5.8,4.01,24310,2.0,18250,22250,29010,217.29,126.7,9.6,1125.06,2010
86,45-2092,179200,1.4,48.64,19410,0.6,17590,18550,19660,217.29,126.7,9.6,1125.06,2010
87,45-2093,12560,3.2,3.41,23890,1.1,18490,22060,27800,217.29,126.7,9.6,1125.06,2010
88,45-2099,1110,22.9,0.3,23640,5.3,17980,20070,29280,217.29,126.7,9.6,1125.06,2010
89,45-4011,90,24.7,0.02,34600,10.2,26070,29860,48330,217.29,126.7,9.6,1125.06,2010
90,45-4021,5350,7.7,1.45,38340,3.7,26520,34320,44670,217.29,126.7,9.6,1125.06,2010
91,45-4022,19020,2.9,5.16,33680,1.0,27000,32840,39070,217.29,126.7,9.6,1125.06,2010
92,45-4023,320,22.1,0.09,35460,6.3,26450,31100,38530,217.29,126.7,9.6,1125.06,2010
93,45-4029,2410,9.6,0.65,34550,2.3,28670,34790,40890,217.29,126.7,9.6,1125.06,2010
94,47-0000,660,17.0,0.18,36620,3.6,27550,36250,44780,217.29,126.7,9.6,1125.06,2010
95,47-1011,50,37.6,0.01,41880,8.7,33370,41170,47930,217.29,126.7,9.6,1125.06,2010
96,47-2031,30,14.5,0.01,34230,7.5,26420,30060,42980,217.29,126.7,9.6,1125.06,2010
97,47-2073,510,18.4,0.14,37080,3.7,29590,36590,44610,217.29,126.7,9.6,1125.06,2010
98,49-0000,7210,5.5,1.96,35210,1.7,24850,32680,41970,217.29,126.7,9.6,1125.06,2010
99,49-1011,480,9.2,0.13,54920,3.3,38610,52640,70190,217.29,126.7,9.6,1125.06,2010
100,49-3011,240,38.7,0.07,37250,4.7,28400,35940,45040,217.29,126.7,9.6,1125.06,2010
101,49-3031,420,12.1,0.11,37840,2.5,29580,38020,44500,217.29,126.7,9.6,1125.06,2010
102,49-3041,1520,9.9,0.41,31560,4.4,22530,29570,37080,217.29,126.7,9.6,1125.06,2010
103,49-3042,930,12.7,0.25,39080,4.4,30360,36750,44910,217.29,126.7,9.6,1125.06,2010
104,49-9041,110,22.5,0.03,37250,4.5,28870,37700,44430,217.29,126.7,9.6,1125.06,2010
105,49-9043,580,13.2,0.16,32510,3.4,22650,30330,37410,217.29,126.7,9.6,1125.06,2010
106,49-9071,2410,7.9,0.65,31990,2.8,22700,29600,39310,217.29,126.7,9.6,1125.06,2010
107,49-9096,370,38.3,0.1,38590,6.2,32130,35080,37990,217.29,126.7,9.6,1125.06,2010
108,49-9098,90,20.8,0.02,21030,3.6,17540,19260,23720,217.29,126.7,9.6,1125.06,2010
109,51-0000,12860,5.7,3.49,23840,3.1,17800,19200,26670,217.29,126.7,9.6,1125.06,2010
110,51-1011,920,9.9,0.25,43570,2.9,29770,40960,53960,217.29,126.7,9.6,1125.06,2010
112,51-3091,270,31.4,0.07,24320,5.1,18660,22840,27450,217.29,126.7,9.6,1125.06,2010
113,51-4121,40,35.6,0.01,31240,11.7,22690,28400,41830,217.29,126.7,9.6,1125.06,2010
114,51-7041,500,15.6,0.14,28600,2.7,24250,28220,32600,217.29,126.7,9.6,1125.06,2010
116,51-9012,770,21.3,0.21,28370,5.8,19460,24950,37600,217.29,126.7,9.6,1125.06,2010
119,51-9032,150,11.7,0.04,30910,8.0,19750,28550,42080,217.29,126.7,9.6,1125.06,2010
120,51-9061,850,10.7,0.23,22560,3.1,18060,19720,24270,217.29,126.7,9.6,1125.06,2010
121,51-9111,5270,5.4,1.43,20040,3.8,17400,18400,19620,217.29,126.7,9.6,1125.06,2010
122,51-9192,720,11.1,0.19,22320,6.1,18040,19300,23640,217.29,126.7,9.6,1125.06,2010
123,51-9193,30,23.7,0.01,35060,9.5,25390,33430,43500,217.29,126.7,9.6,1125.06,2010
124,51-9198,2310,19.6,0.63,20120,4.0,17420,18590,20820,217.29,126.7,9.6,1125.06,2010
125,51-9399,420,24.9,0.11,28470,8.2,18980,24950,34790,217.29,126.7,9.6,1125.06,2010
126,53-0000,45000,2.9,12.22,26450,1.4,18450,21970,30970,217.29,126.7,9.6,1125.06,2010
127,53-1021,1160,9.5,0.31,41720,2.8,28470,39320,52700,217.29,126.7,9.6,1125.06,2010
128,53-1031,460,13.9,0.12,56150,7.1,39810,48580,66240,217.29,126.7,9.6,1125.06,2010
129,53-2012,1270,19.8,0.34,62840,12.3,34690,51610,73770,217.29,126.7,9.6,1125.06,2010
130,53-3032,11570,3.9,3.14,32490,1.1,25790,31640,37560,217.29,126.7,9.6,1125.06,2010
131,53-3033,980,11.2,0.27,26790,2.7,20800,24620,30190,217.29,126.7,9.6,1125.06,2010
132,53-7011,440,16.9,0.12,26880,4.8,19150,24840,29840,217.29,126.7,9.6,1125.06,2010
134,53-7032,100,27.8,0.03,40950,8.2,30950,38430,46260,217.29,126.7,9.6,1125.06,2010
135,53-7041,140,23.7,0.04,37910,2.7,34330,37990,42010,217.29,126.7,9.6,1125.06,2010
136,53-7051,4660,8.4,1.27,25630,2.2,19200,23670,29730,217.29,126.7,9.6,1125.06,2010
137,53-7061,410,46.2,0.11,19290,3.5,17700,18770,21050,217.29,126.7,9.6,1125.06,2010
138,53-7062,8170,7.2,2.22,21220,1.6,17350,19190,23570,217.29,126.7,9.6,1125.06,2010
139,53-7063,1010,14.2,0.27,22430,4.0,17920,19220,24560,217.29,126.7,9.6,1125.06,2010
140,53-7064,14360,5.4,3.9,19620,1.2,17660,18780,20260,217.29,126.7,9.6,1125.06,2010
141,53-7199,140,37.4,0.04,28780,6.2,24660,28510,32080,217.29,126.7,9.6,1125.06,2010
142,00-0000,625580,0.9,100.0,55910,1.0,32810,45200,64600,217.29,126.7,9.6,1125.06,2010
143,11-0000,33800,3.8,5.4,126130,1.6,76970,109690,160170,217.29,126.7,9.6,1125.06,2010
144,11-1011,1490,7.2,0.24,191480,3.7,125190,239200,239200,217.29,126.7,9.6,1125.06,2010
145,11-1021,15420,3.7,2.46,126580,1.7,73530,108950,165150,217.29,126.7,9.6,1125.06,2010
146,11-2021,310,10.5,0.05,143890,5.5,87820,126480,239200,217.29,126.7,9.6,1125.06,2010
147,11-2022,720,6.6,0.11,103170,2.8,64880,93450,130770,217.29,126.7,9.6,1125.06,2010
148,11-2031,90,15.0,0.02,123310,6.4,81410,108780,155390,217.29,126.7,9.6,1125.06,2010
149,11-3011,1000,9.0,0.16,98830,3.1,67420,89110,115920,217.29,126.7,9.6,1125.06,2010
150,11-3021,400,12.0,0.06,112340,2.3,82820,106170,134540,217.29,126.7,9.6,1125.06,2010
151,11-3031,2320,4.8,0.37,129290,2.9,82310,114580,163330,217.29,126.7,9.6,1125.06,2010
152,11-3051,2120,4.9,0.34,110140,2.6,72750,96620,132650,217.29,126.7,9.6,1125.06,2010
153,11-3061,280,7.3,0.05,101850,3.5,71850,95800,120990,217.29,126.7,9.6,1125.06,2010
154,11-3071,220,8.8,0.03,109750,5.3,76890,93990,125130,217.29,126.7,9.6,1125.06,2010
155,11-3111,70,14.7,0.01,107520,6.5,76720,101360,127030,217.29,126.7,9.6,1125.06,2010
156,11-3121,370,11.6,0.06,100730,4.3,74560,95740,121420,217.29,126.7,9.6,1125.06,2010
157,11-3131,70,14.9,0.01,104320,6.6,74790,92380,122400,217.29,126.7,9.6,1125.06,2010
158,11-9021,1200,6.2,0.19,107010,3.6,71630,93250,131730,217.29,126.7,9.6,1125.06,2010
160,11-9121,240,18.4,0.04,167060,7.1,108420,150870,239200,217.29,126.7,9.6,1125.06,2010
161,11-9141,1480,9.8,0.24,89440,7.8,44410,70840,118590,217.29,126.7,9.6,1125.06,2010
162,11-9199,1630,7.8,0.26,119190,4.1,75840,105800,147230,217.29,126.7,9.6,1125.06,2010
163,13-0000,21570,4.9,3.45,73510,1.7,50240,67840,89120,217.29,126.7,9.6,1125.06,2010
164,13-1021,40,29.6,0.01,60230,8.7,40110,50090,82150,217.29,126.7,9.6,1125.06,2010
165,13-1022,90,14.5,0.01,55270,3.6,41180,54080,67950,217.29,126.7,9.6,1125.06,2010
166,13-1023,2090,5.6,0.33,62260,1.7,44300,57760,75010,217.29,126.7,9.6,1125.06,2010
167,13-1041,1510,13.9,0.24,67600,5.1,38820,59350,84840,217.29,126.7,9.6,1125.06,2010
168,13-1051,370,12.1,0.06,71310,4.3,49820,66620,86160,217.29,126.7,9.6,1125.06,2010
169,13-1078,1340,4.7,0.21,67910,3.3,48110,62890,82450,217.29,126.7,9.6,1125.06,2010
170,13-1081,780,22.6,0.12,84640,2.4,65220,82940,102980,217.29,126.7,9.6,1125.06,2010
171,13-1111,920,13.5,0.15,100080,4.7,64800,90620,121710,217.29,126.7,9.6,1125.06,2010
172,13-1141,260,11.5,0.04,64220,2.8,46350,59290,74420,217.29,126.7,9.6,1125.06,2010
173,13-1151,560,13.3,0.09,70500,2.8,51610,71160,87700,217.29,126.7,9.6,1125.06,2010
174,13-1161,420,16.4,0.07,68940,5.4,45260,64860,84790,217.29,126.7,9.6,1125.06,2010
175,13-1199,3130,9.0,0.5,81030,3.3,52930,73000,101430,217.29,126.7,9.6,1125.06,2010
176,13-2011,8060,4.8,1.29,69550,1.4,49980,66380,83370,217.29,126.7,9.6,1125.06,2010
177,13-2031,90,19.2,0.01,72010,2.3,55640,69990,86630,217.29,126.7,9.6,1125.06,2010
178,13-2051,1740,20.1,0.28,86690,3.0,60200,79240,105710,217.29,126.7,9.6,1125.06,2010
179,13-2099,150,21.2,0.02,86080,6.0,58870,73410,109080,217.29,126.7,9.6,1125.06,2010
180,15-0000,5180,10.9,0.83,84020,4.2,55850,75330,101380,217.29,126.7,9.6,1125.06,2010
181,15-1121,1310,14.8,0.21,112790,6.6,71900,95310,129530,217.29,126.7,9.6,1125.06,2010
182,15-1131,320,13.0,0.05,73400,4.2,52050,72420,91260,217.29,126.7,9.6,1125.06,2010
183,15-1132,140,15.1,0.02,96820,4.9,73990,97550,119330,217.29,126.7,9.6,1125.06,2010
184,15-1133,90,39.2,0.01,93950,2.7,79850,93940,110690,217.29,126.7,9.6,1125.06,2010
185,15-1141,190,16.8,0.03,68680,4.0,47440,58810,89780,217.29,126.7,9.6,1125.06,2010
186,15-1142,770,9.8,0.12,71500,1.7,56680,69600,85430,217.29,126.7,9.6,1125.06,2010
187,15-1150,1020,9.4,0.16,60230,4.0,39740,54700,70200,217.29,126.7,9.6,1125.06,2010
188,15-1179,260,11.2,0.04,77430,3.2,59030,75510,93270,217.29,126.7,9.6,1125.06,2010
189,15-1799,1000,44.9,0.16,86780,3.9,64410,85910,107910,217.29,126.7,9.6,1125.06,2010
191,17-0000,38280,6.4,6.12,106600,2.3,68690,95280,131460,217.29,126.7,9.6,1125.06,2010
192,17-1021,130,19.9,0.02,63280,8.0,40870,53840,71200,217.29,126.7,9.6,1125.06,2010
193,17-1022,650,7.0,0.1,52050,2.2,37640,48250,62470,217.29,126.7,9.6,1125.06,2010
194,17-2041,970,25.2,0.16,113350,6.5,83850,103310,133400,217.29,126.7,9.6,1125.06,2010
195,17-2051,900,25.6,0.14,95710,3.9,71110,90810,115620,217.29,126.7,9.6,1125.06,2010
196,17-2071,650,27.2,0.1,106720,3.5,97920,110890,120880,217.29,126.7,9.6,1125.06,2010
198,17-2081,680,6.7,0.11,101980,5.0,67480,87600,115370,217.29,126.7,9.6,1125.06,2010
199,17-2111,350,10.0,0.06,80620,4.1,50410,71670,104620,217.29,126.7,9.6,1125.06,2010
200,17-2112,1360,11.9,0.22,95710,1.8,73090,89550,114910,217.29,126.7,9.6,1125.06,2010
201,17-2131,740,22.4,0.12,95220,6.9,63640,84560,114320,217.29,126.7,9.6,1125.06,2010
202,17-2141,1230,12.3,0.2,89130,1.9,67190,84400,108010,217.29,126.7,9.6,1125.06,2010
203,17-2151,2800,4.9,0.45,87030,2.2,64370,81810,101090,217.29,126.7,9.6,1125.06,2010
204,17-2171,17490,6.0,2.8,130480,3.0,86920,116030,162390,217.29,126.7,9.6,1125.06,2010
205,17-2199,4300,31.9,0.69,103380,4.8,78130,102000,127950,217.29,126.7,9.6,1125.06,2010
206,17-3011,40,25.8,0.01,54610,6.2,41570,51720,61990,217.29,126.7,9.6,1125.06,2010
207,17-3013,370,20.5,0.06,49250,4.6,35040,46670,60190,217.29,126.7,9.6,1125.06,2010
208,17-3019,160,15.5,0.03,61080,6.2,42870,55630,66980,217.29,126.7,9.6,1125.06,2010
209,17-3022,90,4.1,0.01,54890,2.4,46380,54480,63510,217.29,126.7,9.6,1125.06,2010
210,17-3023,1220,18.5,0.19,66680,6.3,45160,63060,83200,217.29,126.7,9.6,1125.06,2010
211,17-3024,230,18.6,0.04,79350,5.8,53500,82830,103530,217.29,126.7,9.6,1125.06,2010
212,17-3025,520,9.8,0.08,60210,2.9,43610,56010,76160,217.29,126.7,9.6,1125.06,2010
213,17-3026,670,19.4,0.11,70070,4.3,53640,68940,87370,217.29,126.7,9.6,1125.06,2010
214,17-3027,270,14.0,0.04,61910,3.4,45660,62170,78340,217.29,126.7,9.6,1125.06,2010
215,17-3029,1930,7.5,0.31,67810,2.1,52070,64890,78510,217.29,126.7,9.6,1125.06,2010
216,17-3031,360,7.6,0.06,52620,4.0,34700,48550,64640,217.29,126.7,9.6,1125.06,2010
217,19-0000,18040,6.0,2.88,90150,2.7,50180,74460,118040,217.29,126.7,9.6,1125.06,2010
218,19-2012,120,23.5,0.02,121420,7.6,90550,106950,129870,217.29,126.7,9.6,1125.06,2010
219,19-2031,340,13.1,0.05,90720,3.8,65470,88610,114630,217.29,126.7,9.6,1125.06,2010
220,19-2041,290,9.0,0.05,81190,3.1,58860,75140,100530,217.29,126.7,9.6,1125.06,2010
221,19-2042,8170,7.9,1.31,124950,2.6,81040,114850,160940,217.29,126.7,9.6,1125.06,2010
223,19-4031,1060,5.1,0.17,48070,1.9,38200,49180,57190,217.29,126.7,9.6,1125.06,2010
224,19-4041,7450,8.3,1.19,59370,3.7,40000,55190,73040,217.29,126.7,9.6,1125.06,2010
225,19-4091,140,13.8,0.02,55740,4.2,40320,49120,62330,217.29,126.7,9.6,1125.06,2010
227,23-0000,1970,8.2,0.32,96800,4.7,46560,73690,139410,217.29,126.7,9.6,1125.06,2010
228,23-1011,590,8.8,0.09,158970,5.1,103050,155280,239200,217.29,126.7,9.6,1125.06,2010
229,23-2011,120,18.5,0.02,68070,7.9,53330,65600,86110,217.29,126.7,9.6,1125.06,2010
230,23-2093,1160,12.0,0.19,71380,7.1,39710,58090,84190,217.29,126.7,9.6,1125.06,2010
231,23-2099,100,23.0,0.02,56330,5.3,39130,51180,71200,217.29,126.7,9.6,1125.06,2010
232,27-0000,330,11.6,0.05,65030,3.7,38830,57000,83290,217.29,126.7,9.6,1125.06,2010
233,27-1024,50,31.2,0.01,47150,5.1,35050,47080,57160,217.29,126.7,9.6,1125.06,2010
234,27-3031,190,14.4,0.03,75940,7.2,43490,70530,102480,217.29,126.7,9.6,1125.06,2010
235,29-0000,2270,5.4,0.36,67050,2.0,47100,65870,84470,217.29,126.7,9.6,1125.06,2010
236,29-2041,40,14.9,0.01,60130,9.7,35750,64920,73320,217.29,126.7,9.6,1125.06,2010
237,29-9011,1580,5.4,0.25,70720,1.7,51590,69880,87370,217.29,126.7,9.6,1125.06,2010
238,29-9012,590,11.9,0.09,57860,5.9,39670,53630,75610,217.29,126.7,9.6,1125.06,2010
239,33-0000,680,12.0,0.11,28960,5.8,17570,22090,36190,217.29,126.7,9.6,1125.06,2010
240,33-1099,30,14.2,0.01,59050,5.9,41070,60940,74720,217.29,126.7,9.6,1125.06,2010
241,33-9032,560,11.3,0.09,27120,5.1,17660,22380,33010,217.29,126.7,9.6,1125.06,2010
243,35-0000,500,32.2,0.08,27330,10.4,18730,25530,34570,217.29,126.7,9.6,1125.06,2010
244,35-2012,130,31.6,0.02,29090,10.1,20720,26820,39480,217.29,126.7,9.6,1125.06,2010
247,37-0000,1190,6.7,0.19,25090,1.9,18220,22480,29600,217.29,126.7,9.6,1125.06,2010
248,37-2011,970,6.5,0.15,25380,2.1,18270,22690,30140,217.29,126.7,9.6,1125.06,2010
249,37-3011,180,24.8,0.03,23100,4.2,17670,20340,26500,217.29,126.7,9.6,1125.06,2010
250,39-0000,50,20.8,0.01,32440,5.5,23330,29100,39150,217.29,126.7,9.6,1125.06,2010
251,41-0000,7660,5.8,1.22,72110,6.1,41110,61540,87030,217.29,126.7,9.6,1125.06,2010
252,41-1012,250,12.6,0.04,83000,5.4,58920,72630,100200,217.29,126.7,9.6,1125.06,2010
253,41-2011,80,22.1,0.01,29500,17.5,18240,26180,41060,217.29,126.7,9.6,1125.06,2010
254,41-2031,50,28.8,0.01,36100,11.1,19510,34290,45810,217.29,126.7,9.6,1125.06,2010
255,41-3099,1640,15.1,0.26,95420,16.3,40230,71760,116620,217.29,126.7,9.6,1125.06,2010
256,41-4011,1140,11.2,0.18,77450,3.1,55430,72060,94760,217.29,126.7,9.6,1125.06,2010
257,41-4012,3110,6.4,0.5,65000,2.8,41450,58510,79060,217.29,126.7,9.6,1125.06,2010
258,41-9021,70,27.4,0.01,53510,18.1,31710,43910,62280,217.29,126.7,9.6,1125.06,2010
260,41-9031,40,24.2,0.01,76160,6.4,59160,76310,91210,217.29,126.7,9.6,1125.06,2010
261,41-9799,150,47.9,0.02,34310,18.9,17340,20340,46140,217.29,126.7,9.6,1125.06,2010
262,43-0000,51810,1.7,8.28,36470,0.7,25650,33370,44160,217.29,126.7,9.6,1125.06,2010
263,43-1011,3280,5.0,0.52,55190,2.0,37560,50410,68660,217.29,126.7,9.6,1125.06,2010
264,43-3021,360,23.2,0.06,37790,4.5,26230,32340,42000,217.29,126.7,9.6,1125.06,2010
265,43-3031,9740,3.8,1.56,35420,1.2,26680,33900,42850,217.29,126.7,9.6,1125.06,2010
266,43-3051,1080,5.2,0.17,35270,1.2,27340,34850,42340,217.29,126.7,9.6,1125.06,2010
267,43-3061,220,16.8,0.03,40880,3.2,32380,39940,49040,217.29,126.7,9.6,1125.06,2010
268,43-4051,420,14.0,0.07,36350,3.0,26390,33790,44490,217.29,126.7,9.6,1125.06,2010
269,43-4071,380,13.2,0.06,30930,5.2,20700,26790,36910,217.29,126.7,9.6,1125.06,2010
270,43-4151,160,20.0,0.03,35420,6.2,25310,33110,42730,217.29,126.7,9.6,1125.06,2010
271,43-4161,620,5.5,0.1,39460,1.8,30670,37390,45870,217.29,126.7,9.6,1125.06,2010
272,43-4171,1700,4.7,0.27,27480,1.2,21290,26550,32470,217.29,126.7,9.6,1125.06,2010
273,43-4199,110,20.7,0.02,44320,5.2,33910,42020,53630,217.29,126.7,9.6,1125.06,2010
274,43-5021,40,24.3,0.01,29620,4.3,23950,30190,34430,217.29,126.7,9.6,1125.06,2010
275,43-5032,2040,6.1,0.33,39990,1.7,28400,36680,49680,217.29,126.7,9.6,1125.06,2010
276,43-5061,1990,8.1,0.32,47510,1.6,34910,44730,57150,217.29,126.7,9.6,1125.06,2010
277,43-5071,970,8.1,0.16,36740,5.3,26360,33330,42170,217.29,126.7,9.6,1125.06,2010
278,43-5081,1470,5.6,0.24,33660,2.1,23890,33210,42000,217.29,126.7,9.6,1125.06,2010
279,43-5111,1460,7.0,0.23,31520,1.6,24710,30310,36840,217.29,126.7,9.6,1125.06,2010
