,OCC_CODE,TOT_EMP,EMP_PRSE,PCT_TOTAL,A_MEAN,MEAN_PRSE,A_PCT25,A_MEDIAN,A_PCT75,CPI,PRICE_INDEX,UNEMPLOYMENT_RATE,SP_INDEX,YEAR
0,00-0000,385730,0.7,100.00,23630,0.6,16050,18410,25970,206.755,118.6,4.4,1511.14,2007
1,11-0000,6350,5.1,1.65,79710,2.0,46960,66800,97140,206.755,118.6,4.4,1511.14,2007
2,11-1011,270,9.9,0.07,142820,4.3,95560,128660,239200,206.755,118.6,4.4,1511.14,2007
3,11-1021,3200,4.3,0.83,85670,2.6,52580,71940,103690,206.755,118.6,4.4,1511.14,2007
4,11-2021,40,18.7,0.01,87580,6.7,58140,76830,107310,206.755,118.6,4.4,1511.14,2007
5,11-2022,150,31.8,0.04,108300,7.8,78950,98590,145270,206.755,118.6,4.4,1511.14,2007
6,11-3011,30,28.2,0.01,72700,4.6,57440,68920,95600,206.755,118.6,4.4,1511.14,2007
7,11-3031,230,9.9,0.06,85960,5.5,59570,75730,96900,206.755,118.6,4.4,1511.14,2007
8,11-3051,210,8.7,0.05,66480,3.4,48660,62000,77460,206.755,118.6,4.4,1511.14,2007
9,11-3071,190,15.4,0.05,65890,3.4,51040,60360,73780,206.755,118.6,4.4,1511.14,2007
10,11-9011,1800,14.5,0.47,59660,3.8,40370,50340,73560,206.755,118.6,4.4,1511.14,2007
12,11-9199,50,18.3,0.01,99530,12.4,67830,87740,123370,206.755,118.6,4.4,1511.14,2007
13,13-0000,1400,9.7,0.36,54940,1.9,41120,50480,65990,206.755,118.6,4.4,1511.14,2007
14,13-1021,120,22.3,0.03,55580,7.3,35010,53710,66950,206.755,118.6,4.4,1511.14,2007
15,13-1023,180,38.1,0.05,44790,7.6,29390,44690,49980,206.755,118.6,4.4,1511.14,2007
16,13-1079,50,36.9,0.01,52410,7.6,42030,46910,59600,206.755,118.6,4.4,1511.14,2007
17,13-1111,40,30.3,0.01,60870,8.3,45080,66440,74810,206.755,118.6,4.4,1511.14,2007
18,13-1199,310,32.5,0.08,56350,5.7,40280,48360,66020,206.755,118.6,4.4,1511.14,2007
19,13-2011,590,6.6,0.15,58610,1.6,44560,56440,69630,206.755,118.6,4.4,1511.14,2007
20,15-0000,280,13.1,0.07,56250,2.7,40790,53070,72270,206.755,118.6,4.4,1511.14,2007
21,15-1021,60,48.0,0.02,55810,9.5,41200,49920,69790,206.755,118.6,4.4,1511.14,2007
22,15-1061,110,11.8,0.03,54910,3.6,41390,50940,71290,206.755,118.6,4.4,1511.14,2007
23,17-0000,110,31.5,0.03,59950,3.7,41300,60210,76410,206.755,118.6,4.4,1511.14,2007
24,17-2021,40,24.9,0.01,67340,7.7,45510,70520,79470,206.755,118.6,4.4,1511.14,2007
25,19-0000,2310,10.3,0.60,44940,2.5,27610,39440,59160,206.755,118.6,4.4,1511.14,2007
26,19-1011,170,34.8,0.04,52690,5.4,28940,38660,78760,206.755,118.6,4.4,1511.14,2007
27,19-1012,60,22.8,0.02,50460,9.1,36440,48560,65610,206.755,118.6,4.4,1511.14,2007
28,19-1013,260,19.6,0.07,54160,4.9,38800,53590,64760,206.755,118.6,4.4,1511.14,2007
