NAICS,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT25,A_MEDIAN,A_PCT75,CPI,PRICE_INDEX,UNEMPLOYMENT_RATE,SP_INDEX,YEAR
72,13872290,0.1,26890,0.2,19300,23130,29020,250.792,128.2,3.8,2701.49,2018
72,14073290,0.1,27980,0.2,19700,24200,30290,255.296,127.0,3.6,2854.71,2019
72,11439650,0.1,28830,0.2,20090,25350,31220,255.848,119.0,13.2,2919.62,2020
72,11651910,0.0,30850,0.4,22470,28480,32760,268.452,132.8,5.8,4167.85,2021
72,13203140,0.0,33690,0.3,24360,29760,36200,291.359,148.2,3.6,4040.36,2022
72,13927920,0.0,36220,0.3,27410,32540,38130,303.365,139.7,3.7,4146.17,2023
81,3811110,0.2,30710,0.3,17160,24050,36780,193.6,107.9,5.1,1178.28,2005
81,3833100,0.2,31680,0.3,17670,24900,37910,201.3,117.2,4.6,1290.01,2006
81,3881410,0.2,32820,0.3,18290,25810,39060,206.755,118.6,4.4,1511.14,2007
81,3922780,0.2,33980,0.2,18940,26710,40220,215.208,141.2,5.4,1403.22,2008
81,3823970,0.2,34850,0.3,19200,27170,41150,213.022,116.8,9.4,902.41,2009
81,3725630,0.2,35610,0.3,19370,27540,42120,217.29,126.7,9.6,1125.06,2010
81,3756780,0.2,36140,0.3,19490,27830,42990,224.806,143.1,9.0,1338.31,2011
81,3809410,0.2,36700,0.3,19610,28160,43730,228.713,142.0,8.2,1341.27,2012
81,3865410,0.2,37260,0.3,19750,28480,44390,231.893,139.4,7.5,1639.84,2013
81,3937990,0.2,38170,0.3,20010,29100,45600,236.918,140.1,6.3,1889.77,2014
81,4010090,0.2,39160,0.3,20460,29730,46660,237.001,126.5,5.6,2111.94,2015
81,4078800,0.2,40370,0.3,21420,30560,48120,239.557,119.9,4.8,2065.55,2016
81,4141910,0.2,41420,0.3,22420,31260,49110,244.004,122.7,4.4,2395.35,2017
81,4178720,0.2,42700,0.3,23450,32420,50410,250.792,128.2,3.8,2701.49,2018
81,4249730,0.2,44220,0.3,24630,33970,52130,255.296,127.0,3.6,2854.71,2019
81,3742060,0.2,47140,0.3,26660,36390,55530,255.848,119.0,13.2,2919.62,2020
81,3831410,0.0,48290,0.4,29090,37480,58390,268.452,132.8,5.8,4167.85,2021
81,4129440,0.0,51400,0.7,30160,39260,59410,291.359,148.2,3.6,4040.36,2022
81,4316400,0.0,54090,0.6,32570,42760,61430,303.365,139.7,3.7,4146.17,2023
99,9439900,0.4,44250,0.3,27600,38940,55320,193.6,107.9,5.1,1178.28,2005
99,9482720,0.4,46040,0.3,28670,40510,57970,201.3,117.2,4.6,1290.01,2006
99,9533390,0.3,47840,0.3,29730,42050,60150,206.755,118.6,4.4,1511.14,2007
99,9748080,0.3,49530,0.3,30480,43390,62300,215.208,141.2,5.4,1403.22,2008
99,9928110,0.3,51220,0.3,31490,44680,63970,213.022,116.8,9.4,902.41,2009
99,9926230,0.3,52630,0.3,32200,45710,65770,217.29,126.7,9.6,1125.06,2010
99,9861710,0.2,53580,0.2,32680,46520,67500,224.806,143.1,9.0,1338.31,2011
99,9716010,0.2,54210,0.2,32970,46960,68800,228.713,142.0,8.2,1341.27,2012
99,9681240,0.2,54940,0.2,33340,47580,69880,231.893,139.4,7.5,1639.84,2013
99,9472980,0.2,56470,0.2,34460,48850,71810,236.918,140.1,6.3,1889.77,2014
99,9547400,0.3,57350,0.3,34870,49560,72770,237.001,126.5,5.6,2111.94,2015
99,9589350,0.2,58780,0.3,35640,50670,74820,239.557,119.9,4.8,2065.55,2016
99,9661980,0.2,60060,0.3,36270,51700,76260,244.004,122.7,4.4,2395.35,2017
99,9663350,0.3,61430,0.3,37230,53180,78240,250.792,128.2,3.8,2701.49,2018
99,9725350,0.2,62720,0.3,38230,54510,79730,255.296,127.0,3.6,2854.71,2019
99,9683370,0.2,65780,0.3,39670,56620,83200,255.848,119.0,13.2,2919.62,2020
99,9675670,0.0,67800,0.1,40700,60130,81590,268.452,132.8,5.8,4167.85,2021
99,9581590,0.0,70590,0.1,43830,61060,86650,291.359,148.2,3.6,4040.36,2022
99,9770290,0.0,74410,0.1,46510,64080,91830,303.365,139.7,3.7,4146.17,2023
